comment
东镜崆：捧角儿千万条??理智第一条??行为不规范????爱豆两行泪…
芒果皮不好次：相声是国粹，这种饭圈文化混入真是玷污了国粹本身，尊重并保护德云社的每一个人，我们只专注台上的他们，台下他们是普通到不能再普通的人，看他们请好好抢票吧
小兔子爱吃糖yjy：支持角儿们！做一个理智粉！ 评论配图
周九良是小企鹅：保护我方周九良
名MM扬：关注作品，远离生活
念贤人_：爱角儿也尊重角儿！
qq的兰兰：妈呀，一天不见，来了个大的该抵制的就抵制到底吧，全力支持，并且从我做起，私生内容一律不看，没有买卖没有热度，就没有伤害。。。。
想瞎了心的想被翻牌子：保护我方大德云??????只看舞台，勿扰台下 评论配图
良人久伴于侧：我粉堂良不久，在我印象中，孟哥温柔真实，礼貌待人，九良真诚善良，单纯温暖，二位先生都是我们放在心尖尖的人，为什么要被人这样对待？嘿，那些丧良心的妇女们，珍爱生命，离二位先生远点吧，不然堂良粉儿们认真起来，会让你们后悔来到这世界的。
123阿书：请问周九乌先生冒充德云社演员霄字科和九字科演员一事属实吗？ 评论配图
有山喜欢九良呀：@德云社 请对私生对周九良先生的信息骗取的行为进行处理
孫博豪PakhoS：支持我社
ZYL姜姜阿：维权就对了，这是干啥，角儿们也不容易，这一天天，听相声就很好了。
我今天还没被翻牌吗：请！理！智！追！星！
旺仔大楠头：支持保护我们德云男孩们
千千紫曦：这些人的智商，还听什么相声。追人家住址干什么呢？谁在家说相声给你听咋的，也不能留你住，又没义务管饭，找人家干嘛呢？病的不轻
草莓抹茶樱花冰激凌：关注台上的角儿们
今天是暴躁的沈狐清_：放过周航吧.他不是周九良.
傻傻看：远离生活，重视作品
竹葉青yezi：请给你爱的人一些空间
霏玥阿：想要支持就去剧场和小园子买票，这是对他们的最大支持，台上他们是我们的角儿，台下请不要打扰他们的生活。谢谢
蹦蹦是个德云女孩：保护我们德云社！
是茶呀：时刻谨记你捧的是角儿，而非流量明星。
你想吃什么我吃给你听：支持德云社 爱听相声就听相声 人家上哪去每天干嘛关你屁事啊
鸢尾唯爱：我们喜欢的是舞台上的角儿远离演员生活
那也不尽然呐：关注作品 远离生活，文明捧角，大爱德云
Miya然然：文明捧角儿 练手抢票！！ 评论配图
麻麻叫我小漂亮：保护我社！支持我社！！
梦和糖sweet：台上是我们的角儿，台下只是一些大小伙子。。给他们点空间吧，台上的时光是属于我们就够了啊
Lesley_adore：终究是相声说得好他们才能走的更远啊 颜值是加分项，但不是必需品 我们爱的也是在台上说相声的他们 多关注作品吧
本公子盖世无双：希望沈阳早日开分社，盼望着，盼望着
小孙今天努力开心了吗：求求保护好各位角儿吧??太过分的直接报警吧??真的严重打扰并且影响到演员了
SKAM-ElU：转发微博
今天喝多了吗·：建议您上热门呢
417斤的大胖子：京城名角儿请尊重
by森林里麋了鹿：会安安静静做观众，关注作品，远离生活，支持维权并坚定不移
铁甲小宝tyr：我大德云最棒啦
阿斯加德三公主fff：嗯嗯嗯嗯嗯嗯嗯好的好的
杜机灵：真心饭一个爱豆??离他的生活远一些 离他的作品和活动近一些??毕竟 不在同一高度的人 是很难走到一起的 ??
Ambor橙：保护我方角儿
阿燃爱吃肉-：理智追星 爱是克制
BroChia：喜欢的是台上的他们
Lindy_啊：理智捧角
O草莓莓小姐O：请远离他们的生活
天津张府_张云雷散粉群：请大家理性捧角儿，分清台上台下，专注作品，远离生活。
阿萌仔oo：保护演员，保护宝贝
糖炒栗子先生L：支持，多关注关注作品，远离个人生活
哔哩哔哩猫猫：希望大家多关注作品，不要打扰角儿们的私人生活。
咬到云朵辽：如果爱就好好爱 别打探他们的私生活 也求求我社各位好好保护自己 配安保吧 安全最重要
音儿1111：支持！
辫儿哥哥的小仙童：保护我方宝藏男孩！！！！
大李不言：请大家自觉远离明星生活，不要给别人造成困扰，不要一厢情愿，，，
WenRouuua：支持希望可以多关注角儿们的作品，不要过度关注、打扰角儿们的私生活
supreme素兮：支持我社！希望大家尊重角儿们的隐私
麒哈哈哈哈哈哈哈：好好听相声
张云雷杨九郎粉丝后援会：关注舞台，远离生活。拒绝私生行为???，从你我做起
叫我-女王大人12138：应该的，相声演员也是人，需要隐私，深挖人家的隐私，真不道义！
梦梦yuann：保护他们
削削削只铅DYS：离舞台近一点 离生活晚一点……
九云久：关注作品 支持角儿们 远离生活
左右009：支持 这种行为太可耻了 艺人也是人 能不能给人一点自己的空间啊
_沈惊蛰_：支持！！！！要努力把粉丝变为观众呀！！
白月光华华：一入德云深似海！保护我方大小宝贝
张云雷的壁纸君：支持 评论配图
Yzaaaaa_：离舞台近一点??离生活远一点
是谁的西柚吖：爱他们就离他们的生活远一点！支持！
我井永远都对：支持！
oh_my_zoe1998：支持！！大家私下不要打扰角儿呀
云海听雷：发生啥了吗？
德云女孩超爱吃：支持
单纯的一颗星：人间不值得，德云社值得，愿德云社的各位角儿能顺顺利利的
九儿的大碗茶：支持！
念左向右从要字名的我：早该这么做了
Z张大能耐：顶
筱鹤酱_：支持！
张云雷超好看qvq：支持
小魔仙23333：支持
香蕉辣个不拿拿：爱他们就要保护他们！
Bongnana：支持 虽然喜欢但还是希望尊重吧
来根老冰棍儿咩：保护我方角儿
堂良的木辛Z：棒！！！
_你们家双皮奶这样啊：
人间啥啥都不值得：请饭圈远离相声圈
-AaronAstraea-：转扩
是小婷婷呀L：支持！请保护好我社角儿们！关注作品，远离生活！！！ 查看图片
DD-大大花生酱：关注作品 远离演员生活！
与你若只如初见800：支持，要分的清台上台下，不要打扰他们的私生活
慕阎_：支持维权
宠宠2010：私生要不得，请尊重各位演员的隐私，欣赏台上的表演就好！
李漂亮要赚钱养熊宝宝：支持！买得到票就安安静静欣赏作品，买不到票就看视频！
-介里边不许蹚浪水：饭圈那一套恶臭别带进相声圈
玲珑红豆相思入骨：支持
居老师的仙女方：要真喜欢角儿们捧角儿们就爱他们的作品吧～多支持作品，离他们的生活远一点儿，就是对他们最好的尊重和支持了～
农村的傻娘们：周知
中华文化深着呐咿呀嘿：早就应该重视了
永远的骑士布雷克：关注作品，拒绝私生
九離--mengxi：理智追星?
hh小海疼：支持 关注台上，远离台下
青城山下一线天zylyjl：请多关注作品
张满月的小跟班：远离生活
德云老母亲：转发呼吁
九辫儿-小千儿：多关注作品，远离角儿们的生活。
Mimy秋船长：支持作品，远离生活！
范特莱希_：扩
阿少女呆：拒绝私生?理智捧角
二爷家的小迷妹火姐：理智捧角儿
夏婧晗：离他们的艺术近一点，离他们的生活远一点，谢谢～
堂良的一分群：关注台上演出 远离台下生活 从我做起??用九良说的一句话 只要管好自己人人都是小班长 用堂堂说的一句话 如果有能力有线索的话马上报警
伊米妮89：九辫儿协会ZY 尊重隐私！理智，给予私人空间！谢谢！
维卡卡卡：请严惩，蹲家私生啥的最可怕，别把不好的东西带到这来
懵懵的梦梦-：
若猫似爷：怎么滴？凑那么前，会要你做女票么？会娶你么？只会烦你好不好好好听相声吧，都是会吃饭拉粑粑的人，多点尊重，多点鼓励，不要打扰人家。
柚夏72946：我喜欢的台上的角儿 但不会打扰台下的他们 因为他们除了是德云社的相声演员 还是有自己家的普通人 多关注作品 少关注生活 这是对他们最大的尊重
柒秒彩虹：因为喜欢，所以要懂得尊重
swWwag·XT：支持支持！一直以来都希望饭圈那一套别带过来污染了这里，现在总是有个法儿了！保护我社！希望角儿们都好好的。某些人赶紧离我们社远点，还他们一个平静的生活，还是那句话:关注作品，远离生活。你尽可以去喜欢去支持，但也务必控制好度，可别越了线。
说相声的没有好人：我想看到处理那个打电话骗演员地址的人的后续 就应该杀一儆百
摸摸你空空的小脑袋：话说骗演员的地址电话这事怎么说？
孟祥辉他媳妇儿学医的：希望多多放点票让我们尽量能抢着? 谢谢了我的萌萌堂主和辫儿哥哥
山人诸葛亮w：谁能想到相声圈也会有这种事 另外！角们今年多来来江浙沪好不好我已经不奢求杭州了江浙沪就行 评论配图
李梦摇要加倍爱薛之谦：支持！理智追星！保护我方德云！
雪呢哥：关注作品，远离生活
若能死于山河：有好多人都在跟风
天空中最亮的那颗星啊：你们真的不考虑出APP么 或者团综
就让时间给回答-w-：从内部查起，谢谢
保持安静You：理解，理智，一如既往支持与喜爱
秋水凉笛桃叶舟：干得漂亮！早该给那些人一个警告了！
LucikaS：我以前超喜欢周杰伦的时候 周董曾到约克去举行婚礼? 有人问我会不会去看 因为在我家附近 我说不会 他又没有邀请我 而且这是他比较私人 又是生命当中最重要的一天 所以我说不会去打扰～ 虽然说明星是公众人物 但他们卖的是自己的艺术和才能 不是每天直播吃饭走路给大家看 所以我也尊重他们的隐私
太子妃Y本妃：支持维权！！心里装下的是各位角儿，不是他们的私人生活。 相声永远都是相声，不要让他变成饭圈，乌烟瘴气。他们不仅是同事更是师兄弟
只有我是一条咸鱼：都知道是粉圈恶臭了，情绪就别上身到各位角儿身上了，拎清点OK？
凌水幽藜：需要关注的是台上，不需要太关注私人生活了吧。
TararebaGirl：饭圈那一套真的别往相声圈带啊……人就只是相声演员而已，真不是什么偶像，没那个必要，也别当偶像追。
哎呦_THEA啦啦啦：我们好好捧角儿！好好练手速！追星什么的就算了吧！！！
牵牵手一起走啦-撩妹君：保护我方德云小宝贝们
健康幸福到永远999：有的信息是艺人自己透露的
立即开通会员__：因为张云雷，我知道了什么是私生饭
土豆丝酸辣还是红烧：台上台下请分清
w_xxxxxlr：不希望把追饭圈那套用在相声圈里，台上台下分的清楚，他们也很不容易，也需要安静的台下生活，需要自己的生活，请不要去打扰他们，他们很辛苦，真心喜欢他们就去买票看他们的相声或者看他们的视频，在他们眼里更希望你们喜欢他们的相声
木槿何溪i：离舞台近一点，离生活远一点。选择恰当的方式去捧角儿们
横舟度年：真是谢谢你们，粉圈那套别带来相声圈?
七旻大大-：舞台上是角儿，我们捧他；生活里都是普通人，我们不打扰
田道O_o：这才是德云女孩该有的样子，安静听角儿的相声，返场时该闹的时候我们再闹，不该闹的我们不给角儿们惹麻烦，祝我社越来越优秀点名九辫儿呀
xx的記事薄：这还能买？？？？
华小花hcl：关注作品??离角儿们当然生活远一点
里头白的小睫毛：支持维权
琼箫音渺：保护角儿
w岁月神偷：关注台上的他们，远离他们的私生活。给他们足够多的生活空间。
琼箫音渺：
秋歌不熬夜：感觉早该发了干的漂亮！
梓墨悠然：保护我方角儿！！！这是曲艺圈不是娱乐圈！！！
秦吉了55555：最近一直在听德云社的相声 不仅给自己带来了很多的欢乐。更多也让我了解了相声和戏曲这些传统艺术。并且越来越爱同时也很感谢相声演员们，是他们不懈的努力才能够让传统艺术继续传承创新。同时也希望大家都能够给予艺人们更多的尊重。把关注点放到相声本身上来。生活中人家也只是普普通通的人而已
hehehehehehe禾：关注角儿们作品 分清台上台下 谁都不希望天天被跟着没有私人空间吧 他们没有义务承受这些呀
胖喵真的是90后zzZ：支持，还有人以贩卖演员身份信息，航班信息为生！简直可恶！还有一些以转票为名的骗子，一经发现，必须严惩！
柳心恨：理性支持德云社
送我一朵fafa可好：干得漂亮佛西捧角不好吗?好好听相声不好吗?不管捧的是哪个角儿，安安心心做观众就够了，私生啊毒唯啊都远离这里吧，别把相声界也整得乌烟瘴气了
l浅唱_夏末l：理智捧角儿
说爱yang：请不要把追星的那一套用在角身上，请分清他们的台上台下，他们也是正常人，请留给他们正常的生活空间！
小猴贝贝819：爱他们首先请尊重他们
Lucky皮蛋淼：理智追星，理智捧角儿～有些人真的太疯狂了～
京洛棠娴：多多关注台上作品，保护我方角儿们的私人生活。他们在舞台上已足够耀眼，希望能给他们一个安静舒适的个人空间。
毛大猫m：希望大家多多关注作品，少接触私人生活 佛系捧角?德云社
Eason滴小迷妹：支持！
_山色急：饭圈放过相声吧?
即墨肃远：大家喜欢各位演员，只需要热爱他们在舞台上的奉献，支持他们的辛苦工作，而不要打扰他们作为公民应享有的私人生活空间，这才是对他们的尊重、支持与热爱。
包子委木：支持维权！
比较二的二二L：记住 你喜欢的捧的是台上那个只有搭档和观众的闪闪发光的角儿。不是台下那个有儿有女的幸福美满的普通人。
今天年年抢到票了吗：支持，多关注作品，远离舞台下的各位角儿
谨小慎微勇敢无畏-：都是我们心尖尖上的角儿啊！我心疼啊!小先生说希望看到更多的观众而不是粉丝，红了有利有 弊自己的能力太小太小没法保护他们，希望在一定的范围内德云社能好好护着我们的角儿啊!
阳光可爱的小丫头：赞?
阿鲲呀：必须支持坚决拥护，爱角儿≠盲目 隐私是权利，不应该被标价贩卖 @德云社 德云社
九辫儿Mylove：我们是捧角儿不是追星爱他们要理智
云鹤九霄我随便挑：刚在优酷看完了岳岳重庆跨年，提到酒店信息被泄露，半夜被人打扰。再来微博就看到了这个声明希望大家理智捧角儿
你的怡g：保护德云社的所有角儿
张云雷是宝贝吖111：支持作品 远离生活
林夏_summer：其实有时候想想真该感恩戴德 他们不是爱豆啊 不需要讨好粉丝营业 但还是会和粉丝聊聊天 签名合照。用大林的话说“谢谢热心的观众朋友们”是啊 我们的关系就是观众和演员 仅此而已。
郭麒麟的心头肉：我去看德云三宝专场，结束后朋友说你不是喜欢孟鹤堂吗，去要个签名啊，我站在原地看看忙着签名握手的他们，没往前走，就是多看了他们几分钟，不去了，让他们早点下班吧（佛系相声粉）
陈二傻子子子子：支持维权 支持德云社
Yiang5776：德云女孩永远支持！
贰爺_呀：尊重他人，也是尊重自己
德云girl儿：关注作品才是德云女孩真正的爱
倾权一生69706：地址不重要，他们一直在我们心里。
一个内心自闭的人：支持，抵制私生，远离生活。
九辫儿一生前途坦荡：朋友们，理智捧角儿啊
Gysevenfy：支持德云社！
李圆球球：现在很多人把德云社的演员当成那些流量艺人追，但是我一直觉得相声演员和一般的艺人不太一样，不能用追星那套来追相声演员。还是要重视作品，不要打扰他们私下的生活。
阿涵啊啊啊啊啊：贴近作品，远离生活
爱笑的叶卡捷琳娜：好嘞
风鬟雨鬓四月天：请有些人不要把你们追星的那一套用在姆们角儿们身上谢谢他不是明星，经不起你们这么折腾
就是这个响铛铛的名字没错了：捧角儿不是追星！！！！
小浮啊：刘子曦侵犯孟鹤堂肖像权，是时候用法律手段了吧？
泥泥小盆友乌卡拉：该怎么办就怎么办，那些不安分的人早就该治治了，望德云社不用心慈手软！也望某些所谓的粉丝离我的角儿越远越好
不爱跳跳的俏俏：在台上，他们是姆们角儿，台下，他就是他自己。
二狗子噗：理智捧角儿 这不是饭圈!
斯外戈的swag：支持！！！！官方终于出来说正儿话儿了，如果爱请深爱，是要分清的那种，相声演员也有自己的私人生活，请不要侵犯他们个人的权利，谢谢您嘞！
每天都是睡不醒的许安然：终于反应过来了呀 捧角儿请遵守法律，尊重个人隐私，某些行为不交捧角儿叫犯法
二爷的汉子：爱要克制，保持距离。距离产生美，这样围堵角儿，也并不会把你娶了，所以给他们一点私人空间吧，台上是台上，生活是生活
就是这个响铛铛的名字没错了：球球大家分清追星和捧角儿
小仙女爱吃大白兔奶糖：理智追角，远离生活
离辫儿哥哥心脏最近的一颗钢钉：保护我社所有角儿
月野兔唔：第一次看到相声圈发这种声明 我：？？？ 好好听相声不好吗？
德云girl洋洋洋：关注舞台上的角儿们，不要打扰台下的他们? 理智捧角儿
南康qwq：希望粉丝带点脑子听相声和捧角儿
叽里咕噜噜噜噜噜噜噜噜噜噜噜：保护我方德云角儿们
欣赏张云雷：小辫儿！
待到最好时再遇见：做个佛系粉挺好的。
花毅传奇：云鹤九霄！随便你挑。龙腾四海，任由你逮。但下了台他们只是他们自己。身份证上那个中国公民。
一直觉得7是最怪的数字：我们捧在心窝窝里的角儿??求你们真的不要在伤害了??停下你们自私的想要满足自己的心吧??相声演员不是明星???不要拿对明星的那一套对我们的角儿
钰圆的圆：刚才还在看相声有新人，我妈说咋跟人家不一样小姑娘家爱看相声？看着这么一群人为着传统艺术努力着不感动吗？相声他有魅力的啊，入坑是因为德云社，愿意了解相声是因为德云社，喜欢听相声是因为德云社，我社的每个角儿都可爱爆了好吗！！！好不容易走到现在，粉丝是真爱的就别让他们再委屈了呗
TuTucoooool：宝贝儿，咱这是捧角儿，不是追星
YNAIZYL：必须支持??保护我社的角儿们
YNAIZYL：必须支持???保护我这的角儿们
趙絎_：谁这么烦人啊!!侵权我社!!
后小浪伪文艺：支持
重返故鄉農園：这个事件挺有意思，德云社有徒弟有师傅的天天喊着，却在强调雇佣关系，感情师傅徒弟关系只是员工和老板之间的另一称谓而已。德云社的员工居然赚的少看不起病？？？那收入让郭德纲分给谁了？？说到底还是没给徒弟们分多少吧。所以曹云金他们的离开，看来不是错。姜还是老的辣，这帮孩子们终究太年轻。
伊泽瑞尔爱笑爱生活：@郭德纲 江山父老能容你，不使人间造孽钱啊
Philip-46：关于吴帅的事，你们居然就说要保护公司个人隐私问题?_??是不是就是不想让大家都知道您家太有钱了，但是不想用，只能用大家善良的爱心来给你们治病啊？
真心想做一只瘦子：吴这种行为太自私，请不要透支大家的信任，大家的信任很贵，不要这样浪费
cuoguole303836：这是我看到的最可笑的笑话，以前我还看看德云社，从此以后都不想再看，
陶哥灰起来了：其实我就想知道 P30pro 好用吗
孤人初：请理智追角儿好吗？台上他们是角儿，台下他们只是普通人，也是一个鼻子两只眼睛，给他们一点儿私人空间不行吗？谁规定的公众人物就不配有私人空间呢？？？
石大爷-：此地无银300两， 换掉华为P 30。
良心为限：拜托德云社授权或者自己出出社员们的周边，跟故宫一样不挺好吗？@德云社
o天堂地址不详o：吴鹤臣总共医疗费大概是15万，职工医保报销大部分，需要自费的顶多也就5万元。 吴鹤臣住院后，其师傅郭德纲捐款10万，德云社其他员工合计捐了20万。 除掉住院自费花5万，他家实际挣了25万！那他为什么还要众筹让大家捐款？？？他这不是众筹治病救命啊！他这分明是想通过众筹发财啊！
Caren的东东：爱他们就在他们抖包袱的时候多笑笑，多鼓掌? 就好啦！
世是五绝对_234：一国家不严，你一个居委会国家下属部门失信于民，第二剧团不严，以老师自局，那么大的社团，出了问题不知道怎么去解决就知道逃避，戏子就是戏子，讲什么大道理。第三水滴平台是给别人的救命钱，国家赶紧出台相关政策管理下慈善资金，别人连命都快没了，还把手伸入别人的口袋。感谢吴帅牺牲自己推动社会
北冥小锟：不能因为是德云社弟子，富人郭德纲就当全报销——师者，传道授业解惑，并非捐钱捐物治病。
泰和安邓朝发：配得上德字吗？身边一群乌合之众
